squareMeters,numberOfRooms,floors,cityCode,numPrevOwners,made,isNewBuilt,basement,hasStorageRoom,hasGuestRoom,price
1853,49,29,55608,4,2020,0,7001,1,8,188275.0
87908,29,99,3091,2,2006,1,41,0,6,8797517.6
50223,34,80,98357,9,2016,1,5747,0,3,5030381.6
14598,12,2,63878,4,1990,1,6653,0,3,1465055.0
27728,59,52,53450,9,2021,1,8468,1,2,2784047.1
33947,56,83,123,9,2003,0,8462,0,4,3403675.3
25802,89,63,1385,5,2013,1,4676,1,0,2581922.3
71623,11,30,98669,4,2018,0,9136,0,6,7167463.8
53629,57,9,77081,8,1992,0,2160,0,10,5366623.2
79555,80,6,50025,3,1990,1,8575,0,0,7956251.0
35060,21,82,456,4,2013,0,5150,0,8,3513606.3
19298,73,4,55728,4,2016,1,6432,0,9,1930595.6
35788,33,37,93085,3,2018,0,6969,1,6,3586313.8
742,92,62,78378,5,1992,0,2364,1,9,79288.2
4306,82,65,99578,8,1999,1,8230,1,8,440424.9
85397,2,17,82306,2,1996,0,5573,1,7,8544806.6
19598,44,2,4434,2,2015,1,4821,0,9,1965660.5
79338,35,80,64607,3,2014,1,1908,0,2,7943850.4
919,7,23,5253,6,1992,0,5465,0,6,100175.2
57764,85,91,92959,4,1995,1,4558,0,9,5785302.5
91266,17,21,39977,10,1992,1,7969,1,5,9128050.2
7201,97,59,96126,4,2004,1,7783,1,5,728462.4
64297,88,96,95406,5,2004,0,8524,0,8,6433264.4
21054,56,46,73635,5,2012,1,1348,1,3,2111055.2
84213,27,59,9809,2,1997,1,7598,0,4,8429482.7
82928,1,70,53056,10,2007,1,489,1,8,8297655.7
17847,85,15,49213,4,2010,1,5249,1,1,1790044.0
85420,77,18,70149,1,2013,1,8078,0,9,8547192.3
58571,24,96,96365,7,1996,1,2821,0,4,5871811.6
39066,20,27,95736,5,2001,0,9286,1,3,3914366.1
76971,9,82,44184,4,1992,1,9440,1,2,7704323.2
72509,45,98,66762,9,2015,1,6997,1,10,7262915.5
78498,32,99,99615,7,1993,1,4422,0,0,7865584.3
67360,62,77,19166,9,1994,1,297,0,4,6748344.4
85926,3,35,22374,4,2012,0,6592,0,1,8601212.2
67302,75,37,27333,5,2013,0,6416,1,2,6736275.3
2783,95,42,33962,5,2014,1,2993,0,0,285274.4
54096,76,81,82008,7,2009,1,3228,1,3,5421215.9
98102,41,36,12459,8,1990,1,2931,1,7,9812451.0
2065,43,81,51593,4,2002,0,7468,1,7,216333.2
2908,99,79,72906,1,2018,0,98,1,2,301147.8
89144,92,52,35623,6,2002,0,243,1,1,8920858.2
94196,62,25,25206,2,1996,0,8589,1,5,9427245.6
17818,61,32,86721,5,1998,0,2631,0,2,1785818.8
26050,20,48,39634,2,1991,1,9143,0,2,2612716.1
92688,17,41,73006,4,1994,1,8919,1,0,9271540.4
63304,18,81,14366,4,1997,0,9788,1,7,6342245.7
84827,9,62,52069,3,2018,1,9239,0,2,8487673.8
75762,87,10,72679,4,2014,0,9116,1,8,7577001.4
30513,57,86,63047,2,1996,0,1223,1,8,3062130.6
91604,28,57,52200,8,2018,0,7951,1,5,9169471.8
68365,96,79,31033,7,1990,1,8246,1,6,6846772.0
96037,58,4,16053,4,1993,0,2963,0,0,9606569.3
63137,34,46,59502,4,1994,0,1446,1,2,6319616.4
98951,98,46,86148,1,2012,0,9413,1,4,9905156.2
69623,69,54,12448,7,2007,0,2459,1,2,6966322.7
75689,19,32,21846,2,2006,1,6914,0,0,7571270.6
16147,47,63,58471,1,1990,1,1730,1,0,1620485.0
73739,27,10,57048,6,2009,1,1187,1,2,7382091.9
93361,15,7,73932,4,1996,0,3520,0,5,9340382.6
59300,61,81,92773,8,2016,0,5786,1,8,5934782.6
5988,72,10,57227,5,2009,0,7391,1,2,606466.9
15009,100,9,9262,7,1999,1,2164,1,5,1506018.9
1863,61,81,40624,10,2000,1,7113,0,1,197006.0
28700,7,18,90688,8,2005,0,5230,1,1,2873058.5
1012,23,81,71883,8,1991,1,5343,0,3,106809.1
28238,51,51,64670,1,2010,1,2933,0,0,2828215.0
10069,71,40,59041,8,1990,1,6982,1,0,1010749.0
12279,2,75,98910,5,2010,1,672,1,2,1237678.0
61924,89,21,57805,9,2003,0,4010,1,4,6198532.3
54550,94,59,5827,8,1997,0,4482,0,5,5460811.7
84491,83,16,27636,1,1996,0,6653,0,6,8457523.6
4007,2,11,3545,4,2020,0,339,0,1,404732.0
55238,86,63,39533,8,2018,1,5472,1,7,5527940.8
47794,35,78,94512,2,2014,1,7795,1,7,4784670.4
37944,37,54,30467,9,1995,1,7627,1,8,3799916.5
14434,8,54,18973,7,1993,1,5877,1,10,1453434.3
12193,32,6,53461,2,2006,0,1586,0,8,1220166.6
41757,46,31,7214,2,2016,0,4331,0,0,4177546.6
84609,59,29,57704,8,2006,1,1459,0,10,8469601.6
7517,20,59,4423,7,2004,1,1063,0,2,756764.4
89974,11,43,77799,2,1990,1,8372,0,8,9008989.0
56191,6,51,84313,8,2005,1,5181,0,4,5625288.5
36799,77,56,17623,9,1992,0,9053,0,7,3685628.2
60555,100,17,87291,5,2016,1,2639,0,10,6065217.6
80582,24,74,65750,3,2011,1,2241,1,8,8067342.1
28964,75,54,64637,6,2004,0,9920,1,3,2905336.4
45467,82,29,75809,9,2006,0,368,1,10,4551038.6
80039,86,45,14020,6,1996,1,6447,1,7,8009219.6
94744,36,12,32003,6,2010,1,252,1,10,9477533.0
23494,3,61,5253,1,2014,1,509,1,6,2361737.4
8908,7,58,35469,9,1997,0,5619,0,1,896834.7
8416,63,99,87396,1,2013,1,7932,0,10,850814.3
50070,66,47,51088,4,1995,0,2411,1,6,5010998.5
18286,89,78,76283,9,2016,0,7738,1,6,1833185.6
67798,54,87,46628,4,2013,1,5019,1,2,6783470.3
71025,99,23,4861,4,2010,1,5948,0,7,7104405.0
23088,29,55,88095,5,2000,0,778,0,2,2313705.0
96923,94,2,90110,3,2008,1,9683,0,4,9694422.8
22587,48,29,2661,3,1998,0,5533,0,3,2266626.8
81793,10,73,95922,10,2018,0,7377,1,4,8184784.8
92698,19,28,75398,9,2006,0,6673,1,3,9274536.6
61241,19,45,80077,3,2019,0,6684,0,2,6125986.9
21068,18,85,23455,5,1990,1,9868,0,1,2118534.0
84154,70,83,24336,3,2008,0,7318,0,6,8419569.8
63437,51,78,84675,10,2000,0,4062,1,10,6351922.0
34441,35,1,35192,6,2002,0,1045,0,1,3447690.2
70634,46,7,74343,5,2002,0,6044,1,9,7064676.2
16174,26,100,2858,4,2010,1,6699,1,1,1632405.0
53330,81,8,5775,6,2002,1,4562,0,9,5334440.2
49092,10,81,82817,5,2002,0,4429,0,4,4923130.2
39899,65,41,19460,3,2006,0,1746,1,1,3993466.6
44994,4,71,446,1,1997,0,970,0,9,4507755.7
31088,59,40,31169,9,2003,0,2370,1,7,3116014.3
9447,28,9,4557,8,1995,0,6319,1,6,949332.5
83936,20,25,57795,8,1995,0,1460,0,8,8399014.5
82910,41,73,6852,7,1995,0,9869,1,8,8295330.5
43215,68,4,58470,9,1998,1,1384,0,6,4323726.8
21597,45,74,83103,6,2015,1,5714,0,6,2161065.5
958,48,15,41937,4,2016,1,575,1,1,99445.6
11904,59,55,79610,2,1993,1,9794,1,3,1198851.3
63693,10,94,15304,8,2005,0,4171,1,10,6379693.5
15555,13,66,50637,2,2014,0,4754,0,3,1558805.4
88308,31,35,43367,7,2014,1,524,1,6,8838121.4
72161,65,94,33126,7,1998,0,9148,0,3,7225761.8
48684,47,87,13007,10,1995,1,3821,0,1,4870243.5
37494,32,66,46266,3,2006,0,507,0,10,3752888.6
87587,80,59,88746,7,2011,0,4857,1,7,8761570.1
19507,46,55,76887,6,2010,1,690,0,9,1955298.0
63600,7,20,84792,6,2018,0,305,0,8,6369418.8
73482,65,33,16095,5,2013,0,6813,1,6,7351375.3
43020,3,75,35526,9,2012,0,2367,1,2,4306904.2
58949,9,36,30936,9,1996,1,9186,0,1,5897197.6
84431,72,35,91450,6,1996,1,3882,0,5,8445624.6
26299,53,82,81489,10,2020,1,1857,0,4,2638300.0
73073,66,54,67669,8,2003,0,5066,0,0,7317758.3
73031,1,59,81815,10,1993,0,8249,1,6,7309235.3
13283,67,95,2766,9,1998,0,749,0,4,1334061.8
5086,54,99,10704,1,2003,1,5717,1,8,516329.3
15880,4,26,75365,2,2016,1,9337,1,10,1591475.6
99093,39,34,42143,8,2012,0,7447,0,3,9914508.2
56701,60,34,91300,2,2008,0,9778,0,4,5673882.8
9920,82,16,77792,8,1997,1,6475,1,1,996888.7
7228,22,86,46443,2,1992,1,7826,1,2,737118.2
18684,79,42,12905,7,1990,0,501,0,6,1877347.0
36297,52,60,26724,7,2017,1,1214,0,2,3637736.7
29753,69,68,40412,4,2017,1,1025,1,2,2986236.7
16915,1,82,97706,8,2006,0,5580,0,5,1701274.6
11593,40,57,95939,9,1997,0,490,0,8,1166355.7
76658,24,7,10408,8,2020,1,9433,1,3,7674076.0
28436,50,90,11067,6,1999,1,3497,0,1,2848381.9
22461,85,70,94411,3,2019,1,5513,1,1,2255310.9
59071,87,24,19336,7,2012,1,7221,0,6,5909009.2
78010,16,100,23653,8,1994,1,9159,0,6,7809768.4
14079,32,81,79296,1,1991,1,3291,1,6,1419421.1
68726,93,44,46443,5,2004,1,381,1,0,6881563.4
37856,97,85,81608,7,1998,1,5501,1,5,3792661.8
2789,83,55,57316,2,2014,1,4719,1,9,283446.4
11512,93,59,86123,6,2012,0,8834,0,7,1152954.2
82377,82,1,38588,9,1997,0,1171,1,7,8241773.7
99648,97,39,40035,8,1996,0,6343,0,5,9971099.6
68269,16,41,79661,6,2017,0,2860,1,9,6835405.7
48831,69,29,84669,9,2015,0,634,1,3,4889109.5
96228,54,76,46927,2,2017,1,759,1,0,9627177.7
36936,97,65,8495,2,2002,0,1375,1,9,3697084.2
93217,54,95,4907,5,1997,0,4686,0,9,9328799.7
70715,49,45,56692,3,2001,0,1556,1,2,7076608.1
33512,28,46,96775,8,2007,1,1795,0,8,3355634.7
61587,25,93,60436,8,2011,1,19,0,7,6167753.1
32910,67,15,92975,10,2010,0,6957,1,5,3301042.0
64963,33,55,24858,3,2014,0,3190,1,2,6500685.4
35519,100,28,74991,2,2003,0,2339,0,3,3558953.3
56501,81,27,29635,7,2000,1,4877,0,7,5651274.0
35005,23,2,63019,4,2011,0,248,1,1,3507342.1
44969,89,61,26280,2,1995,1,438,0,2,4502396.5
16460,93,98,68872,10,2009,0,1016,0,7,1660482.9
9155,41,67,97714,1,1994,1,4976,0,0,922517.4
52646,91,30,35763,6,2001,1,6433,1,0,5272375.1
74623,98,99,49182,7,2019,1,9494,1,1,7477062.9
24547,69,50,43892,2,2006,1,640,1,7,2463506.6
64492,84,31,5498,3,2014,1,5273,1,1,6459748.4
45989,84,74,40727,5,2008,1,5937,1,0,4611619.8
79549,44,4,85226,4,2014,0,4168,1,8,7961296.4
82284,19,90,58419,4,2015,1,3292,1,1,8236956.5
48240,65,94,38726,1,2004,0,993,1,0,4831157.4
663,59,9,31509,3,1990,0,2348,0,1,67550.0
46505,63,11,79467,2,2013,0,8982,0,7,4654841.3
47651,32,54,60052,7,2014,0,8258,1,1,4768941.4
85811,70,91,66014,5,1999,1,8142,1,1,8594337.9
60936,91,33,52550,8,2016,1,7581,0,5,6098399.6
42407,33,86,97183,2,2021,1,9083,0,8,4247458.1
84181,78,3,9896,1,2000,0,3900,0,5,8420281.0
86680,94,4,25439,4,2001,1,90,1,1,8672197.1
4690,15,7,30572,2,2014,1,8543,1,4,474716.4
49779,77,31,50053,5,2006,1,1112,0,6,4986710.6
32204,3,3,24865,6,2001,0,3308,0,9,3226023.1
6547,93,20,70033,7,2021,0,719,1,7,657002.1
5801,42,74,46764,1,2006,0,8627,1,8,587160.6
49033,67,92,48676,10,2020,1,4774,1,3,4913241.0
22468,61,21,56991,10,2013,0,7138,0,1,2248298.3
73885,47,31,33591,7,2019,1,6657,0,9,7393278.9
10252,49,22,32288,3,2017,0,8455,0,3,1030176.7
57639,65,40,37618,8,2002,1,8125,0,6,5769167.2
3802,10,98,91448,4,1991,0,3153,1,3,388147.1
68862,78,12,71442,9,2017,0,3064,0,9,6891082.7
30312,65,78,33287,6,1996,1,2308,1,2,3038342.6
1256,2,9,97976,9,2008,0,4159,0,3,130440.8
74893,94,87,15460,8,2020,1,4898,0,0,7494261.0
99125,99,16,11283,1,1998,0,9298,0,7,9916436.8
99104,77,64,17030,2,2001,1,8965,1,5,9922700.1
31644,35,42,96222,4,2013,1,3968,1,5,3169499.3
84789,50,27,91548,6,1992,0,9782,0,9,8484814.2
71807,99,87,27489,6,1996,0,6710,1,9,7193582.6
57412,53,6,94887,9,2013,0,4079,1,5,5747107.3
14921,74,64,18913,2,1995,0,3884,1,2,1496575.5
65830,45,4,95917,6,2017,0,2759,0,1,6587835.7
84872,55,78,95194,10,2005,0,7968,0,0,8500395.5
30877,44,5,12980,5,2001,0,4957,0,6,3089945.1
9642,33,59,18769,10,2021,1,9423,1,1,971897.1
53798,78,52,51244,4,1993,1,1249,1,10,5386875.3
82733,48,87,84652,10,2018,1,2073,0,4,8287927.8
99670,35,55,11357,6,2009,1,9428,1,0,9974144.9
95968,59,59,10522,8,2019,1,7779,0,0,9609048.9
31357,85,76,89246,9,2017,1,3115,1,6,3141062.7
5012,77,64,94755,6,2018,1,8597,0,8,511059.8
32088,25,87,43023,1,2018,1,51,0,3,3216535.8
99355,81,68,69687,8,1994,0,6968,1,4,9940016.4
98940,15,65,75702,3,2015,0,5891,0,10,9899873.5
78916,18,8,54200,8,2009,1,7306,0,5,7897498.9
31844,5,57,36856,6,2008,1,7904,1,1,3190358.8
46367,77,10,24021,1,2014,1,3806,1,10,4641159.4
73889,32,93,95965,3,1996,1,3758,1,0,7403420.6
27769,42,54,31372,10,2012,1,162,0,7,2791895.2
19911,8,22,14792,4,2016,0,5802,0,8,1997090.6
44513,65,49,45227,4,2013,1,425,0,5,4457776.3
54631,69,43,1911,6,2006,0,3289,0,1,5471295.6
49806,15,6,72364,7,2021,1,1547,1,7,4983577.1
3289,89,72,54310,10,1992,0,5883,1,8,330701.2
17109,89,35,14637,1,2020,0,2929,1,6,1719159.0
65046,86,48,38597,5,2001,1,9300,1,3,6506466.1
47264,21,50,78063,3,1993,0,9201,0,7,4737385.3
13898,96,41,2434,1,2007,1,1816,1,1,1393356.7
9750,84,85,80322,3,1999,1,8075,1,5,982119.9
60238,99,98,80008,7,2010,1,7210,1,4,6028617.0
39591,48,55,5758,9,2021,1,1971,1,10,3967203.1
58046,61,29,89671,5,2001,0,9252,1,1,5811902.1
54694,75,73,3520,8,1996,0,7413,0,4,5478956.6
26864,34,86,33578,4,2001,1,6504,0,7,2692368.1
71657,2,42,42600,3,2012,1,6036,0,7,7170264.2
43524,58,28,71371,10,2003,0,9143,0,0,4354494.3
65357,83,6,73184,1,1990,0,959,0,4,6536555.0
1664,52,25,49566,7,1992,1,8348,0,8,174007.2
18349,49,47,78897,8,1997,1,5649,1,5,1844863.7
47870,23,59,9458,1,2018,0,3903,0,10,4795565.8
61761,77,10,34259,4,2014,1,2530,0,2,6177711.4
99266,80,39,95079,10,2016,0,3627,1,0,9932775.6
85512,64,73,57918,10,1994,1,4707,0,9,8560263.4
97392,48,83,29178,9,2016,1,2771,0,2,9746606.6
91440,98,95,12160,1,1994,0,6253,1,4,9150599.4
51813,48,97,69044,5,2009,1,5255,1,8,5187344.9
22601,79,6,53717,8,2012,1,4345,1,10,2268497.2
34901,13,32,64557,7,2010,0,9079,0,8,3493455.0
74300,50,14,69316,9,1991,0,8604,1,10,7436179.1
6178,4,41,36038,5,2019,1,9278,1,10,625784.9
42873,48,95,64977,2,1999,0,445,0,6,4295566.9
38172,58,69,94407,4,1997,0,8394,1,1,3822350.7
25624,79,91,62302,7,1992,1,846,0,3,2566661.2
78765,84,51,69037,7,2011,1,3294,1,4,7886131.1
28911,58,55,91758,8,1991,0,1565,0,0,2902639.1
58492,82,87,95914,3,2005,0,8483,1,8,5860459.5
38075,72,28,10185,3,1995,0,9309,0,8,3812421.5
41371,14,64,14407,1,2013,0,605,1,1,4139663.3
35522,94,5,73529,6,1994,0,3373,1,6,3554423.4
52856,3,1,54730,9,2013,0,7308,0,1,5289891.3
28988,14,38,56444,6,2014,0,9968,1,5,2907130.4
56555,90,78,49805,1,1990,0,9438,1,1,5668603.0
52254,56,91,91881,2,2005,0,7979,0,2,5230022.5
32879,88,74,3122,2,2021,1,8045,0,10,3299134.1
25012,61,2,66817,4,2014,0,4770,1,8,2503623.4
4865,61,8,3642,7,1999,1,9281,1,4,491173.9
49395,20,10,36486,7,2015,1,6387,0,0,4941101.5
10606,76,16,22784,9,1996,0,6543,1,0,1064850.6
63724,30,16,41885,4,2012,1,189,0,4,6378709.2
33956,92,46,56356,7,2001,0,8896,1,10,3404280.1
82900,16,71,85041,7,2001,0,8720,0,3,8292317.1
93319,53,61,21064,8,2018,1,4258,0,9,9338497.8
95160,71,27,42152,1,2001,1,756,0,3,9522790.1
59498,94,24,69819,9,1998,0,4482,1,6,5952425.8
148,91,11,27008,9,1992,1,6618,1,10,16799.2
67709,82,2,57705,10,1992,0,2723,1,1,6776316.2
93224,34,85,44052,1,2019,1,1871,0,1,9329864.9
76183,69,41,35703,2,1996,0,2290,0,0,7620092.6
37132,24,38,38630,1,2009,1,6546,1,3,3714296.9
66993,81,72,4017,1,2016,0,548,1,2,6710225.6
82244,92,24,64217,5,2000,1,4073,0,10,8228737.0
29370,13,45,67217,4,2002,0,3746,0,9,2938725.2
66129,76,48,82092,4,2020,0,6552,1,9,6615134.0
29846,50,14,89802,8,1998,0,3839,0,2,2985095.8
64108,67,98,71492,3,1992,1,7326,0,4,6423668.2
2850,42,37,7039,3,2012,1,3800,0,0,290875.2
35652,48,33,75797,3,1996,1,9009,0,4,3569151.6
10932,28,49,83133,8,2007,0,5345,1,9,1094185.7
58914,54,73,23712,2,2017,0,5801,0,9,5899786.7
12018,4,88,16975,9,2006,0,6066,1,6,1213311.6
91395,16,25,11151,9,2008,0,6930,0,6,9141900.8
73956,23,90,31225,5,2006,1,5045,0,8,7400410.6
49421,26,10,29782,7,2020,1,8763,0,4,4943342.0
55529,15,84,5940,3,2008,0,6197,1,6,5558926.8
43547,84,12,48375,1,2016,1,5388,1,2,4358059.6
28554,21,45,80743,4,2012,0,4742,1,3,2856686.2
85341,52,36,42247,3,2004,0,8479,1,4,8538869.4
60826,54,30,82621,2,2016,0,8428,0,0,6087968.6
1863,16,22,59808,5,2010,1,2578,0,0,190783.0
59476,59,41,61825,2,2018,0,6291,1,10,5950982.8
85493,67,11,28514,7,2013,0,1747,1,10,8557738.3
5808,56,16,65448,5,2014,1,3004,1,10,582907.4
50673,69,5,53100,3,2015,0,6732,1,6,5076210.5
62802,20,53,73843,8,2020,0,991,1,1,6283765.0
67977,32,22,7784,5,2009,0,3897,0,4,6803875.9
61217,43,65,38661,2,2015,1,3710,0,5,6134485.5
40207,90,48,27482,1,2018,1,2099,1,4,4029373.8
69142,16,63,35236,7,2005,1,8568,0,1,6916927.5
80596,84,74,88574,2,1999,0,2388,1,8,8065721.9
54473,9,40,58236,3,2015,1,4560,0,4,5452279.5
51271,33,90,35186,7,1993,0,5684,0,8,5139928.3
14809,58,28,94146,10,2015,1,5452,0,1,1486480.5
59144,53,36,9259,7,2020,0,5313,1,8,5922786.0
7791,21,17,24052,10,1998,1,5524,1,10,785517.8
54266,54,5,39749,4,1997,1,9620,1,0,5427669.7
59547,97,84,1893,2,2016,1,2680,0,3,5967994.6
32813,92,3,12742,1,1990,1,9189,1,8,3286268.0
34154,100,89,22119,2,1998,0,308,1,1,3423970.8
50093,28,52,91311,7,2001,1,9193,0,0,5014755.1
57133,23,5,16128,8,2019,1,4136,1,3,5718350.9
72829,91,63,96137,4,2020,1,7696,0,8,7287180.0
44461,91,24,46939,6,2015,1,6427,1,9,4454468.5
81789,84,28,24157,8,1995,1,2452,1,4,8184845.5
87821,14,59,81694,7,2004,0,3079,1,1,8788809.4
38704,27,65,28559,1,1998,0,4998,1,5,3882049.8
50478,34,11,76584,8,2015,1,5532,1,6,5048822.5
72170,33,86,43206,7,2020,1,1139,0,5,7229974.0
42770,9,42,59124,9,2002,0,2424,1,7,4281356.2
2226,73,4,12842,5,2000,0,4784,1,3,224310.0
73741,14,36,99255,6,2007,0,5012,1,7,7377791.7
55785,82,91,49617,5,2010,1,1954,0,10,5590650.0
53812,56,61,13050,10,1999,1,4090,0,8,5390255.9
70492,3,48,28312,10,2019,1,7131,0,5,7054127.9
70577,22,88,57509,9,2005,1,8860,1,5,7064452.5
37879,52,95,45036,7,2004,0,3443,0,7,3804577.4
36559,78,47,38377,9,2007,0,3961,0,3,3658559.7
97087,98,38,88363,2,2008,1,6678,1,9,9716102.8
62816,59,56,87765,6,2010,1,7894,0,9,6295641.0
54843,45,16,76054,2,2015,0,8934,1,2,5486701.5
79853,45,17,65419,3,1994,1,5601,0,10,7987746.4
23119,1,14,160,2,2004,1,4103,1,7,2316639.4
10320,55,43,95054,2,2002,0,1545,0,5,1038005.2
17353,2,77,77080,1,1993,1,1509,0,2,1740330.3
73196,19,48,16866,5,2011,0,7389,1,2,7325901.1
83934,54,31,10839,3,2001,0,555,0,8,8400357.1
99177,51,57,2276,2,2004,0,9729,1,9,9926523.4
84466,92,73,5,10,2011,0,6674,0,4,8456570.1
50619,37,33,19691,10,2019,0,9207,0,10,5071031.9
76541,99,4,25412,9,2000,0,1272,1,1,7656647.0
64105,57,96,6067,6,1991,0,4995,1,3,6419376.1
39786,47,55,14352,3,2021,0,5675,1,6,3984007.1
52370,73,23,23845,8,1997,1,9018,1,5,5242857.7
21722,58,25,79146,8,2020,0,9978,1,5,2173827.0
62686,39,71,16804,2,1994,1,4240,1,8,6272659.4
64087,83,29,82973,4,2010,1,8720,0,6,6414075.0
25972,7,11,4269,2,2021,1,641,0,7,2600292.1
10830,28,65,56534,8,2006,0,5829,0,1,1093719.6
82065,96,90,77383,10,2012,0,8017,0,8,8217209.2
66972,19,52,18612,3,2009,1,7292,0,9,6701382.9
96871,55,77,54420,8,1996,0,7309,1,4,9690783.6
52554,82,58,19910,6,2011,0,180,0,4,5260061.1
76017,90,81,78635,3,2005,1,810,0,0,7603441.5
76097,46,51,91317,3,2020,1,3337,0,1,7616002.0
99254,85,77,12393,10,2004,0,8706,1,3,9931071.4
26952,86,54,23395,10,2006,1,3036,0,3,2698982.6
36968,27,92,77608,7,2002,1,2785,1,8,3711515.2
71610,90,100,580,2,1990,1,4871,1,0,7169819.0
50252,4,92,12384,10,2014,0,662,1,10,5033342.4
78254,61,71,94729,9,1990,0,6303,0,2,7831345.0
11933,49,21,67684,3,2005,0,8801,0,6,1201065.5
58069,91,55,51277,7,2004,0,4432,0,6,5819120.4
47580,45,90,90626,7,1995,1,2195,1,2,4768584.5
45747,84,40,7233,4,1992,0,7612,1,9,4579479.2
38515,51,94,76242,1,2003,1,5275,1,7,3865010.3
91204,91,10,59198,2,1990,0,1974,1,2,9127495.0
38425,20,88,14198,10,2015,0,7704,0,4,3858124.5
20537,98,44,9560,1,1994,0,7671,0,6,2056267.4
67462,52,98,68411,3,2008,1,5585,0,2,6754742.8
32282,85,9,24438,7,2008,0,8348,1,6,3231758.8
63380,30,53,97769,7,1994,0,495,0,2,6341950.4
49322,8,97,65885,3,2017,1,3508,0,2,4940658.7
72935,57,27,72432,4,2012,1,1099,0,8,7298657.2
34410,29,28,91200,2,2015,1,1461,0,3,3445264.5
40790,69,54,92006,8,2002,0,9799,1,7,4080340.2
65260,34,83,62335,10,1996,0,1777,0,7,6534195.6
43189,41,39,45626,6,1990,0,7762,1,5,4326117.0
40416,14,92,23109,9,1990,0,289,1,0,4050909.0
31202,12,37,39380,4,1993,0,1116,1,0,3121833.3
72688,74,45,73176,6,2019,0,1941,1,6,7275937.9
27119,77,25,1736,1,2000,1,380,0,0,2717313.0
24916,36,55,83422,3,2010,1,2931,1,9,2496771.0
88545,38,8,79053,4,1993,1,5715,1,0,8860039.3
92102,30,88,91469,4,1999,1,6612,0,7,9213411.9
90204,18,8,15393,8,2017,0,4559,1,8,9025058.7
97867,19,66,63324,4,1997,1,3965,0,3,9799102.7
70197,56,52,98038,6,2000,0,3200,0,10,7027634.0
60153,39,46,53131,8,1992,0,5712,1,5,6018727.2
71824,30,82,39940,10,1997,1,543,0,1,7190229.7
96478,98,95,73625,7,1993,0,2204,1,0,9661311.3
93756,43,14,2552,8,2001,0,5339,1,0,9378616.1
99170,33,85,49851,3,2014,1,8170,0,9,9924309.4
11778,42,95,15968,2,2001,0,2254,1,5,1185823.1
91109,59,46,80573,7,2005,1,1221,0,5,9113552.5
71985,49,83,39705,10,2016,0,5614,1,0,7207321.6
10978,24,79,55002,4,1998,0,5786,1,2,1108254.8
24086,30,3,94622,10,2014,0,8094,1,10,2410817.4
92058,66,44,43745,6,1997,1,9933,1,0,9212309.7
32017,81,26,40891,10,2010,0,1912,0,1,3205104.0
36564,51,5,28638,5,2010,0,2823,1,10,3657736.0
96719,96,73,21010,3,2020,1,9415,1,8,9685049.0
79851,83,38,95821,3,1998,1,3647,0,9,7995217.8
79673,66,99,43484,7,1992,1,6484,1,4,7981527.2
40200,51,69,39216,5,2006,0,8674,0,0,4028239.6
54936,64,94,96041,8,2002,0,4655,0,3,5502510.2
65975,54,63,80291,6,1992,1,6457,0,1,6603622.2
66713,10,25,84464,10,2006,1,7410,1,1,6673050.6
80415,21,69,84820,6,2007,1,4326,1,2,8053263.7
48057,4,50,92871,2,2011,1,6503,1,8,4811373.1
45140,28,59,69587,8,1993,1,7134,1,8,4520881.3
70896,81,96,99194,6,1990,1,497,0,3,7098171.0
20492,15,77,72060,4,1993,1,833,0,9,2062026.3
82196,64,28,99620,1,1990,0,5632,0,4,8227719.0
83530,25,55,28710,2,1999,1,9247,0,0,8358735.9
57838,32,74,5883,4,2002,1,4170,0,4,5793020.2
12632,47,94,4729,1,2012,0,2646,1,9,1271361.2
13254,91,58,98839,1,2014,0,1937,1,9,1333885.4
90078,66,36,22936,7,2004,0,6583,0,1,9016393.4
54765,75,12,24522,1,2013,0,6543,0,0,5478329.3
4596,97,96,29953,5,2014,1,3971,0,8,465858.4
19575,90,75,27813,9,2013,1,4566,1,9,1959201.3
77661,24,56,41783,5,2013,0,6681,0,2,7775177.3
5239,100,52,84864,4,1993,0,3509,1,8,529032.3
65630,31,28,63393,2,2020,0,6187,0,10,6566530.0
62478,45,33,24451,9,2000,0,736,1,2,6249752.0
63434,99,51,83026,3,2003,0,524,0,4,6351082.3
16003,28,32,56379,3,1995,1,6293,1,10,1606578.5
49942,64,57,80720,3,1990,1,4558,0,6,5001819.0
1405,96,16,73434,4,1998,0,6851,0,8,148112.8
15232,4,100,18408,6,1994,0,3372,1,8,1528469.4
96577,68,88,46824,9,2010,1,9459,0,0,9662991.0
11986,69,75,75601,1,2001,1,2322,0,9,1204666.1
41392,20,61,54754,9,1991,1,1803,0,2,4151181.1
57118,31,49,31945,5,2018,1,5712,0,0,5718957.8
74880,34,53,75399,6,2003,0,4015,0,10,7497502.3
50989,97,61,45538,7,2012,0,9441,1,5,5105808.2
65752,15,76,12357,4,2020,1,2809,0,3,6583468.0
49786,71,32,81262,9,2004,1,5478,0,1,4984145.4
96381,73,44,76595,3,1997,0,4337,0,3,9642408.7
53097,98,77,99000,5,2005,0,428,0,6,5315665.5
50846,44,79,19333,1,2001,0,2903,1,0,5091984.1
61856,17,97,36122,1,1999,1,8735,1,8,6199110.9
2685,31,35,59357,1,2010,1,5553,0,9,274819.0
24021,4,4,8686,7,1997,1,804,1,9,2407456.7
72068,71,95,71948,6,1992,0,3751,0,8,7221629.2
